,To,From,Reason for dishing,Unnamed: 3,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1
10,zeptimusq,iviangita,for being thoughtful and taking the time to guide me in the TEC Hatch Config Dashboard 🙏🏼 😊 ,Token Engineering Commons,Apr-26-2021,🙏praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
11,zeptimusq,iviangita,for being present in the Transparency sync call today ,Token Engineering Commons,Apr-26-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
12,zeptimusq,juankbell,for an improv hack session on designs and illustrations for the Hatch and for Gravity ,Token Engineering Commons,Apr-26-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
13,zeptimusq,solsista,"for joining the <#810180622634844202> bi-weekly call, with their diverse backgrounds - already creating a perfect focus group 😄 to start our research from, and making time for not just 1 but 2 work sessions until our next call ",Token Engineering Commons,Apr-28-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
14,zeptimusq,tam2140,for a highly productive Community Stewards call.🌾 ,Token Engineering Commons,Apr-28-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
15,zeptimusq,iviangita,for their amazing ideas in transparency ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
16,zeptimusq,iviangita,for all the things they are doing that Suga does not see ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
17,zeptimusq,iviangita,for being an active piece of SoftGov and making it better every time ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
18,zeptimusq,iviangita,for joining Santi in this other project he is launching around art ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
19,zeptimusq,zeptimus,for joinimc community call https://youtu.be/fvlttUshrbg its the ugly dude getting the recording 🤭 ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
20,zeptimusq,zeptimus,"for yesterday restrospective meeting, what an awesome sprint⚡ ",Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
21,zeptimusq,griff,for the AMAZING MEMES this week!!! ,Token Engineering Commons,May-03-2021,🍄memes,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
22,zeptimusq,iviangita,"for the transparency work he is doing in the background, for answering Manu s questions all the time, and for being always present ",Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
23,zeptimusq,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
24,zeptimusq,sem,for coming to the hatch dashboard party today ,Token Engineering Commons,May-04-2021,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
25,zeptimusq,tam2140,for joining the Community Stewards sync yesterday. ,Token Engineering Commons,May-06-2021,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
26,zeptimusq,iviangita,for joining the Legal WG in the past weeks and we have dealt with the legal issues ahead of time ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
27,zeptimusq,iviangita,for joining the Legal weekly sync ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
28,zeptimusq,zeptimus,for joining Common Swarm weekly sync ⚡ ,Token Engineering Commons,May-03-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
29,zeptimusq,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,May-04-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
30,zeptimusq,iviangita,for joining the Legal weekly call ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
31,zeptimusq,markop,for attending the Comms Call. ,Token Engineering Commons,Apr-27-2021,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
32,zeptimusq,zeptimus,for joining Common Swarm yesterday ,Token Engineering Commons,Apr-27-2021,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
33,zeptimusq,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,Apr-28-2021,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
34,zeptimusq,eduardovegap,for joining Hatch Outreach call! ,Token Engineering Commons,Apr-28-2021,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469721,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
35,zeptimusq,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,PRAISE,2021-05-08 00:00:00,TE Praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
36,zeptimusq,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
37,zeptimusq,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,PRAISE,2021-04-30 00:00:00,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
38,zeptimusq,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,PRAISE,2021-04-30 00:00:00,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
39,zeptimusq,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,PRAISE,2021-05-07 00:00:00,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
40,zeptimusq,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,PRAISE,2021-05-08 00:00:00,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,#17 May 7,,,
41,solsista,iviangita,the TE Academy kickoff,PRAISE,2021-05-07 00:00:00,TE Praise,100000.0,400.0,100.0,0.01201621901,14.41946281,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
42,solsista,suga,for the enlightening talk this morning on shifting paradigms and bringing decentralized organization to the people for the greater good. ,Commons Stack,Apr-30-2021,🙌praise,10000.0,300.0,100.0,0.002301427303,2.761712764,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
43,solsista,iviangita,"because the Omega working group is flowering into something very special and necessary for the community, awesome to see that ",Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,500.0,100.0,0.002000349895,2.400419873,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
44,solsista,ddan,for leading a great session which was unexpectedly about a project I had been hoping I'd get to work on ,Token Engineering Commons,May-05-2021,🙏praise,1000.0,500.0,100.0,0.002000349895,2.400419873,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
45,solsista,liviade,initiating a new ecosystem and value flows course on the TE Academy!!,PRAISE,2021-05-03 00:00:00,Commons Stack,1500.0,400.0,100.0,0.001733308476,2.079970171,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
46,solsista,iviangita,for hosting the bonfire chat on the Token Engineering ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,400.0,100.0,0.00168111096,2.017333152,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
47,solsista,iviangita,because the biweekly 0mega calls are becoming one of Chuys favorite spaces in the TEC ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
48,solsista,iviangita,for the meeting with Eduardo on the proposals and their guidance on the process ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
49,solsista,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,PRAISE,2021-05-08 00:00:00,TE Praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,28.49199425,solsista,Metaverde,Juank,Edu,#17 May 7,,,
50,iviangita,iviangita,for always translating the praise and for managing the CS Twitter ,Token Engineering Commons,May-07-2021,🙏praise,100000.0,100.0,200.0,0.0113582624,13.62991488,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
51,iviangita,ygganderson,for sorting the infinite praise from today's community call! ,Token Engineering Commons,Apr-30-2021,🙏praise,30000.0,200.0,200.0,0.004369849176,5.243819012,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
52,iviangita,letty,for bot /server hacking and ivy for already catching up on praise channel my command's glitch and making it count ,Token Engineering Commons,May-01-2021,🎑-omega,20000.0,100.0,300.0,0.003306420126,3.967704151,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
53,iviangita,markop,for being our Praise Queen ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,500.0,0.002241673859,2.690008631,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
54,iviangita,vyvyvi,for setting up the Miro Board for sprint retrospectives ,Token Engineering Commons,Apr-30-2021,🙏praise,10000.0,150.0,200.0,0.002122329093,2.546794912,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
55,iviangita,griffgreen,always cleaning up the videos and making the praise!!!,PRAISE,2021-05-05 00:00:00,CS dDEV Team,10000.0,150.0,100.0,0.001822568901,2.187082682,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
56,iviangita,iviangita,for all the work she does behind the scenes ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,200.0,0.001342393283,1.61087194,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
57,iviangita,iviangita,for the new deck in the Community Call ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
58,iviangita,iviangita,for being really great at Commons Stack comms and organizing things within the chaos ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
59,iviangita,blairv,for all the comms help with labs and for being such a great co-facilitator! ,Token Engineering Commons,May-06-2021,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
60,iviangita,tam2140,"for keeping the Stewards, and all Working Groups, transparent. The Stewards audit is on the Forum. ",Token Engineering Commons,May-06-2021,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
61,iviangita,iviangita,for working on the Apostrophe issue on Praise Bot ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
62,iviangita,vyvyvi,for working on the Apostrophe issue on Praise Bot ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
63,iviangita,iviangita,for being present in the Transparency sync call today ,Token Engineering Commons,Apr-26-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
64,iviangita,iviangita,for their amazing ideas in transparency ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
65,iviangita,natesuits,for attending the SEO Hack Session! ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
66,iviangita,kris,for being a great team of peers to work with! ,Commons Stack,May-03-2021,🙌praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
67,iviangita,tam2140,for airdropping CSLOVE to the 13 new members of the Swiss Membership today. ,Token Engineering Commons,May-04-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
68,iviangita,iviangita,for coordination and being proactive ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
69,iviangita,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
70,iviangita,iviangita,for joining the Legal weekly sync ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
71,iviangita,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,May-04-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
72,iviangita,iviangita,for joining the Legal weekly call ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
73,iviangita,quantifiers,Gets paid by the Commons Stack so she only gets 50% IH,,,,,,,0.0,-23.8705,23.87003435,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
74,suga,amwfund,"for publishing The Token Engineering Commons Hatch: Your Economy, Your Choice so rapidly and excellently. ",Token Engineering Commons,May-07-2021,🙏praise,10000.0,150.0,300.0,0.002422089285,2.906507142,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
75,suga,liviade,for a delightful blogpost! https://medium.com/token-engineering-commons/your-economy-your-choice-v2-4f7c9fb42d99 ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,200.0,0.001342393283,1.61087194,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
76,suga,iviangita,for all of the work they have been doing around the dashboard ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,300.0,0.001322914541,1.587497449,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
77,suga,liviade,for joining the MVV runoff polishing session! ,Token Engineering Commons,Apr-29-2021,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
78,suga,iviangita,"for the outstanding momentum in onboarding and her fresh eye perspective, for her help with onboarding, for the nice 1on1s, for her efforts in onboarding and writing and editing and just being everywhere she can ",Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
79,suga,iviangita,for getting the ball rolling in the hatch campaigns ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
80,suga,iviangita,for attending the TEC Community Call 🙏🏼 ☺️ https://youtu.be/fvlttUshrbg ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
81,suga,liviade,voting in the MVV and sharing about it 🌈✨🥳,PRAISE,2021-04-27 00:00:00,TE Commons,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
82,suga,markop,for attending the Comms Call. ,Token Engineering Commons,Apr-27-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
83,suga,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,Apr-28-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
84,suga,iviangita,for all the onboarding work and for the blog post that she is working on right now ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
85,suga,iviangita,for participating in the MVV polishing ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
86,suga,iviangita,because they are very new to web3 which gave Tam the opportunity to explain it in her own understanding ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
87,suga,iviangita,for very motivating 1on1s ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
88,suga,sem,for coming to the hatch dashboard party today ,Token Engineering Commons,May-04-2021,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
89,suga,tam2140,for joining the Community Stewards sync yesterday. ,Token Engineering Commons,May-06-2021,🙏praise,1000.0,90.0,100.0,0.0006914702636,0.8297643163,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
90,suga,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,May-04-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
91,suga,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,20.12199683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,
92,suga,quantifiers,Gets paid by the Commons Stack so she only gets 50% IH,,,,,,,0.0,,23.87003434936902,iviangita,Metaverde,Juank,Edu,#17 May 7,,,
93,ygganderson,iviangita,working on D2D collaboration models,PRAISE,2021-05-07 00:00:00,TE Praise,10000.0,300.0,100.0,0.002301427303,2.761712764,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
94,ygganderson,griff,Jake for the countless hours put into building this dashboard... WHICH IS SO READY TO PLAY WITH!!! ,Token Engineering Commons,May-03-2021,🎫general,1000.0,200.0,400.0,0.001941913667,2.3302964,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
95,ygganderson,solsista,"for pushing more software engineers over the edge and into the TE discord servers 🙂 a TE & Ethics evangelist almost, really really appreciate your contributions of engineering this type of bridges ",Token Engineering Commons,Apr-28-2021,🙏praise,10000.0,100.0,100.0,0.001662949434,1.995539321,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
96,ygganderson,iviangita,because the TEC Hatch Config Dashboard is looking cool and amazing and is basically done and because the dashboard is awesome and evolves over time ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,200.0,0.001342393283,1.61087194,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
97,ygganderson,iviangita,"for working on the Hatch Dashboard (I hadn't used it before, but it is so intuitive and swift to work with. Love it! - from Vyvy) ",Token Engineering Commons,May-07-2021,🙏praise,1000.0,200.0,200.0,0.001342393283,1.61087194,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
98,ygganderson,iviangita,for their work on the dashboard ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,150.0,200.0,0.001182773816,1.419328579,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
99,ygganderson,iviangita,"because Zep is seeing him more in the call and he misses him, for all that he does, for coming to these calls, for bringing new people close to TEC, for joining the cadCAD session and helping Lauren in a python issue, and for his very cool hoodie ",Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
100,ygganderson,solsista,"for joining the <#810180622634844202> bi-weekly call, with their diverse backgrounds - already creating a perfect focus group 😄 to start our research from, and making time for not just 1 but 2 work sessions until our next call ",Token Engineering Commons,Apr-28-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
101,ygganderson,iviangita,for a cool params session ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
102,ygganderson,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
103,ygganderson,iviangita,for all their help with cadCAD Bootcamp ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
104,ygganderson,iviangita,for cutting his beard ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
105,ygganderson,iviangita,for attending the TEC Community Call 🙏🏼 ☺️ https://youtu.be/fvlttUshrbg ,Token Engineering Commons,Apr-30-2021,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
106,ygganderson,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,May-07-2021,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
107,ygganderson,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,PRAISE,2021-04-30 00:00:00,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,19.82437273,ygganderson,Metaverde,Juank,Edu,#17 May 7,,,
