,Unnamed: 0,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day,Category Code,QUESTIONS,IH_per_praise_clean
29,29,zeptimusQ,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,4,,,0.7914556442
30,30,zeptimusQ,iviangita,for joining the Legal weekly call ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.7914556442
31,31,zeptimusQ,markop,for attending the Comms Call. ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,27,,,0.7531469720999999
32,32,zeptimusQ,zeptimusQ,for joining Common Swarm yesterday ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,27,,,0.7531469720999999
33,33,zeptimusQ,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.7531469720999999
34,34,zeptimusQ,vegayp,for joining Hatch Outreach call! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,70.0,100.0,0.0006276224767,0.7531469720999999,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.7531469720999999
35,35,zeptimusQ,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-08,TE Praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,5,8,,,0.6765296278
36,36,zeptimusQ,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0 ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC12,,0.6765296278
37,37,zeptimusQ,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-30,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,Commons Stack,Telegram : Commons Stack,2021,4,30,,,0.518120929
38,38,zeptimusQ,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-30,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,4,30,,,0.518120929
39,39,zeptimusQ,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-05-07,Commons Stack,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,Commons Stack,Telegram : Commons Stack,2021,5,7,,,0.518120929
40,40,zeptimusQ,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500.0,25.0,100.0,0.0004317674408,0.518120929,39.04071991,zeptimusQ,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,5,8,TEC12,,0.518120929
41,41,solsista,iviangita,the TE Academy kickoff,Telegram,2021-05-07,TE Praise,100000.0,400.0,100.0,0.01201621901,14.41946281,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,5,7,TE5,,14.41946281
42,42,solsista,Suga#8514,for the enlightening talk this morning on shifting paradigms and bringing decentralized organization to the people for the greater good. ,Commons Stack,2021-04-30,🙌praise,10000.0,300.0,100.0,0.002301427303,2.761712764,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,praise,Commons Stack : praise,2021,4,30,TE6,,2.761712764
43,43,solsista,iviangita,"because the Omega working group is flowering into something very special and necessary for the community, awesome to see that ",Token Engineering Commons,2021-04-30,🙏praise,1000.0,500.0,100.0,0.002000349895,2.400419873,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,2.400419873
44,44,solsista,ddan#2489,for leading a great session which was unexpectedly about a project I had been hoping I'd get to work on ,Token Engineering Commons,2021-05-05,🙏praise,1000.0,500.0,100.0,0.002000349895,2.400419873,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,5,,,2.400419873
45,45,solsista,liviade,initiating a new ecosystem and value flows course on the TE Academy!!,Telegram,2021-05-03,Commons Stack,1500.0,400.0,100.0,0.001733308476,2.079970171,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,Commons Stack,Telegram : Commons Stack,2021,5,3,TE5,,2.079970171
46,46,solsista,iviangita,for hosting the bonfire chat on the Token Engineering ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,400.0,100.0,0.0016811109600000005,2.017333152,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,2.017333152
47,47,solsista,iviangita,because the biweekly 0mega calls are becoming one of Chuys favorite spaces in the TEC ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
48,48,solsista,iviangita,for the meeting with Eduardo on the proposals and their guidance on the process ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8680729884
49,49,solsista,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-05-08,TE Praise,1000.0,50.0,100.0,0.0005637746898,0.6765296278,28.49199425,solsista,Metaverde,Juank,Edu,17,,,,TE Praise,Telegram : TE Praise,2021,5,8,,,0.6765296278
50,50,iviangita,iviangita,for always translating the praise and for managing the CS Twitter ,Token Engineering Commons,2021-05-07,🙏praise,100000.0,100.0,200.0,0.0113582624,13.62991488,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,13.62991488
51,51,iviangita,ygganderson,for sorting the infinite praise from today's community call! ,Token Engineering Commons,2021-04-30,🙏praise,30000.0,200.0,200.0,0.004369849176,5.243819012,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,5.243819012
52,52,iviangita,Letty#5399,for bot /server hacking and ivy for already catching up on praise channel my command's glitch and making it count ,Token Engineering Commons,2021-05-01,🎑-omega,20000.0,100.0,300.0,0.003306420126,3.967704151,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,-omega,Token Engineering Commons : -omega,2021,5,1,TEC14,,4.733877594
53,53,iviangita,markop,for being our Praise Queen ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,500.0,0.002241673859,2.6900086310000004,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC16,,2.6900086310000004
54,54,iviangita,Vyvy-vi#5040,for setting up the Miro Board for sprint retrospectives ,Token Engineering Commons,2021-04-30,🙏praise,10000.0,150.0,200.0,0.002122329093,2.546794912,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,2.546794912
55,55,iviangita,GriffGreen,always cleaning up the videos and making the praise!!!,Telegram,2021-05-05,CS dDEV Team,10000.0,150.0,100.0,0.001822568901,2.187082682,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,CS dDEV Team,Telegram : CS dDEV Team,2021,5,5,TEC10,,2.187082682
56,56,iviangita,iviangita,for all the work she does behind the scenes ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,200.0,0.0013423932829999998,1.61087194,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC16,,1.61087194
57,57,iviangita,iviangita,for the new deck in the Community Call ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,1.25115971
58,58,iviangita,iviangita,for being really great at Commons Stack comms and organizing things within the chaos ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC1,,1.25115971
59,59,iviangita,BlairV,for all the comms help with labs and for being such a great co-facilitator! ,Token Engineering Commons,2021-05-06,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,6,,,1.227785219
60,60,iviangita,Tam2140,"for keeping the Stewards, and all Working Groups, transparent. The Stewards audit is on the Forum. ",Token Engineering Commons,2021-05-06,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,6,TEC10,,1.227785219
61,61,iviangita,iviangita,for working on the Apostrophe issue on Praise Bot ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,1.227785219
62,62,iviangita,Vyvy-vi#5040,for working on the Apostrophe issue on Praise Bot ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,200.0,0.001023154349,1.227785219,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,1.227785219
63,63,iviangita,iviangita,for being present in the Transparency sync call today ,Token Engineering Commons,2021-04-26,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,26,TEC12,,0.8680729884
64,64,iviangita,iviangita,for their amazing ideas in transparency ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC10,,0.8680729884
65,65,iviangita,naynaysoo,for attending the SEO Hack Session! ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC1,,0.8680729884
66,66,iviangita,Krisjones,for being a great team of peers to work with! ,Commons Stack,2021-05-03,🙌praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Commons Stack : praise,2021,5,3,,,0.8680729884
67,67,iviangita,Tam2140,for airdropping CSLOVE to the 13 new members of the Swiss Membership today. ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,4,TEC6,,0.8680729884
68,68,iviangita,iviangita,for coordination and being proactive ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC16,,0.8680729884
69,69,iviangita,iviangita,for being awesome people who have interacted with Juan recently because having conversations with you are amazing ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8680729884
70,70,iviangita,iviangita,for joining the Legal weekly sync ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC12,,0.7914556442
71,71,iviangita,chuygarcia92,for joining the Comms WG call ,Token Engineering Commons,2021-05-04,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,4,TEC12,,0.7914556442
72,72,iviangita,iviangita,for joining the Legal weekly call ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,80.0,100.0,0.0006595463701,0.7914556442,23.87003435,iviangita,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.7914556442
73,73,Suga#8514,cranders71,"for publishing The Token Engineering Commons Hatch: Your Economy, Your Choice so rapidly and excellently. ",Token Engineering Commons,2021-05-07,🙏praise,10000.0,150.0,300.0,0.0024220892850000003,2.906507142,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,2.906507142
74,74,Suga#8514,liviade,for a delightful blogpost! https://medium.com/token-engineering-commons/your-economy-your-choice-v2-4f7c9fb42d99 ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,200.0,0.0013423932829999998,1.61087194,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC1,,1.61087194
75,75,Suga#8514,iviangita,for all of the work they have been doing around the dashboard ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,300.0,0.001322914541,1.587497449,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,1.587497449
76,76,Suga#8514,liviade,for joining the MVV runoff polishing session! ,Token Engineering Commons,2021-04-29,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,29,TEC2,,0.8680729884
77,77,Suga#8514,iviangita,"for the outstanding momentum in onboarding and her fresh eye perspective, for her help with onboarding, for the nice 1on1s, for her efforts in onboarding and writing and editing and just being everywhere she can ",Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,1.25115971
78,78,Suga#8514,iviangita,for getting the ball rolling in the hatch campaigns ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,200.0,100.0,0.001042633091,1.25115971,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,,,0.8680729884
79,79,Suga#8514,iviangita,for attending the TEC Community Call 🙏🏼 ☺️ https://youtu.be/fvlttUshrbg ,Token Engineering Commons,2021-04-30,🙏praise,1000.0,150.0,100.0,0.0008830136242,1.059616349,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,30,TEC12,,0.7914556442
80,80,Suga#8514,liviade,voting in the MVV and sharing about it 🌈✨🥳,Telegram,2021-04-27,TE Commons,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,TE Commons,Telegram : TE Commons,2021,4,27,,,0.8680729884
81,81,Suga#8514,markop,for attending the Comms Call. ,Token Engineering Commons,2021-04-27,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,27,,,0.7531469720999999
82,82,Suga#8514,liviade,for joining the soft gov call yesterday! ,Token Engineering Commons,2021-04-28,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,4,28,,,0.7531469720999999
83,83,Suga#8514,iviangita,for all the onboarding work and for the blog post that she is working on right now ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,TEC6,,0.8680729884
84,84,Suga#8514,iviangita,for participating in the MVV polishing ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8680729884
85,85,Suga#8514,iviangita,because they are very new to web3 which gave Tam the opportunity to explain it in her own understanding ,Token Engineering Commons,2021-05-07,🙏praise,1000.0,100.0,100.0,0.000723394157,0.8680729884,20.12199683,Suga#8514,Metaverde,Juank,Edu,17,,,,praise,Token Engineering Commons : praise,2021,5,7,,,0.8680729884
