Category Code,QUESTIONS,,To,From,Reason for dishing,Server,Date,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,Unnamed: 12,v1,v2,v3,period,Cred per Praise,Cred per person,To.1,Room-NoEmoji,Source,Year,Month,Day,
TEC1,,6744,sembrestels,iviangita,the CS dev diagrams,Telegram,2020-12-11,TE Praise,34,120,100,4.160.091.199,3.134.628.718,4.481.065.722,sembrestels,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,11,
TEC1,,4722,jeffemmett,zeptimusQ,his awesome article Automating Ostrom for Effective DAO Management💥☀️,Telegram,2021-02-20,Commons Stack,300,100,200,2.536.781.798,363.605.391,252.480.455,jeffemmett,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,20,
TEC14,,5229,zeptimusQ,GriffGreen,their work on the TEC Test Hatch DAO Spec https://forum.tecommons.org/t/tec-test-hatch-implementation-specification/226,Telegram,2021-01-21,TE Praise,125000,200,100,1.447.226.377,1.350.744.618,5.996.553.876,zeptimusq,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,21,
TEC13,,6177,trentmc0,GriffGreen,donating to Commons Stack Community Fund Panvala League Grant,Telegram,2021-01-05,Commons Stack,60,100,60,1.922.898.666,1.442.174,4.601.069.696,trentmc0,Griff,Jake,Zepti,#9 Jan 15,,,,Commons Stack,Telegram:Commons Stack,2021,1,5,
TEC12,,6382,cranders71,iviangita,doing a lot of work we don’t see,Telegram,2020-12-27,TE Praise,150,100,150,8.200.334.705,3.553.478.372,2.092.601.188,cranders71,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,27,
TEC12,,4892,ygganderson,iviangita,joining the TEC Weekly Sync 🙌🏽🌟,Telegram,2021-02-05,TE Praise,40,25,50,1.433.134.316,1.170.393.025,1.754.998.212,ygganderson,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,5,
TEC14,,7611,vasileios_panagiotidis,daithiC,starting and getting stuck into reverse-engineering/unravelling Compound Finance,Telegram,2020-12-04,TE Praise,50,30,30,12.882.622,,,vasileios_panagiotidis,Griff,Zep,Santi,#6 Dec 4,1.009.138.724,1.137.085.788,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC12,TEST,4267,rdfbbx#6437,rdfbbx#6437,test,Bot Training Ground,2021-02-08,общее,,,,0,0,2.199.425.075,@rdfbbx#6437,Zep,Griff,Juanka,#12 Feb 26,,,,общее,Bot Training Ground:общее,2021,2,8,
TEC12,,1539,chuygarcia92,iviangita,for joining the TEC Community Call 🙏🏼 https://www.youtube.com/watch?v=S8RQW7bF8Gk,Token Engineering Commons,2021-04-16,🙏praise,1000,60,50,6.238.180.076,7.485.816.091,5.458.612.046,chuygarcia92,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,16,
TEC13,,6656,erikbjare,GriffGreen,"donating to Commons Stack Iteration 0 Gitcoin grant, helping us raise over 14,000 DAI to build the future of high functioning Public Goods focused economies!",Telegram,2020-12-23,Commons Stack,20,25,25,1.423.151.902,6.166.991.577,6.166.991.577,erikbjare,Griff,Jake,Juanka,#8 Jan 1,,,,Commons Stack,Telegram:Commons Stack,2020,12,23,
TEC3,,6824,freedumbs00,JessicaZartler,all his continuing hard work on Params and offering to support Comms as well - you rock! 🙏🏼⚡️,Telegram,2020-12-16,TE Praise,21,90,50,2.589.687.615,1.951.329.618,1.908.290.054,freedumbs00,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,16,
TEC14,,3077,sembrestels,iviangita,for putting their heads down and finding the bug,Token Engineering Commons,2021-03-19,🙏praise,50,150,100,1.838.478.244,2.052.967.373,8.926.152.969,sembrestels,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,19,
TEC12,,3801,JuankBell,iviangita,for joining the TEC Weekly Sync 🙏 🙂 https://www.youtube.com/watch?v=_EFHuVU-Oc0,Token Engineering Commons,2021-03-05,🙌🏿praise,15,1000,20,5.962.415.693,6.161.162.883,8.349.620.952,JuankBell,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5,
TEC12,,6852,JuankBell,freedumbs00,showing up for Forum Posts and contributing.,Telegram,2020-12-13,TE Praise,21,30,50,1.872.301.769,1.410.779.383,1.599.163.854,juankbell,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,13,
TEC12,,2661,barnabemonnot,Tam2140,for joining the TEC Discord 💪🏽 and for the great conversation today about the TEC Hatch 🐣,Token Engineering Commons,2021-04-06,🙏praise,,70,80,1.076.751.286,1.238.263.979,1.238.263.979,barnabemonnot,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,6,
TEC14,,4186,Santigs67,iviangita,all the hard work in Source Cred integration and because it’s always easy and fun to collaborate with them,Telegram,2021-02-26,TE Praise,300,500,200,3.582.115.298,5.134.365.261,3.809.701.847,santigs67,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26,
TE6,,1429,BlairV,GriffGreen,working so hard to share cadCAD with the community,Telegram,2021-04-14,Commons Stack,5000,200,200,2.468.586.011,2.962.303.214,6.867.279.334,BlairV,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,14,
TEC15,,3663,iviangita,JuankBell,for being so helpful to the praise system 😃,Token Engineering Commons,2021-03-02,🙌🏿praise,25,1500,1000,3.193.088.624,3.299.524.912,1.091.910.943,iviangita,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,2,
TE7,,920,kaptan48#3044,Krisjones,for joining the Commons Stack Discord server - we're glad you're here!,Commons Stack,2021-05-06,🙌praise,1000,25,100,4.839.649.562,5.807.579.475,5.807.579.475,kaptan48#3044,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,6,
TEC12,,360,GriffGreen,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-05-08,TE Praise,500,25,100,4.317.674.408,518.120.929,8.927.063.614,GriffGreen,Metaverde,Juank,Edu,#17 May 7,,,,TE Praise,Telegram:TE Praise,2021,5,8,
TEC12,,6732,zeptimusQ,JessicaZartler,a productive Onboarding WG - thank you all so much for contributing! 🙏🏼💫,Telegram,2020-12-17,TE Praise,,,,0,1.984.210.526,5.158.947.368,zeptimusq,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,17,
TEC12,,4952,VitorMarthendal,GriffGreen,joining our Commons Stack Simulator sync & continuing to push this project to the finish line!!,Telegram,2021-02-03,CS dDEV Team,40,25,80,1.778.975.575,1.452.830.053,1.198.353.789,vitormarthendal,Zep,Jake,Juanka,#11 Feb 12,,,,CS dDEV Team,Telegram:CS dDEV Team,2021,2,3,
TEC6,,7578,knobsDAO,iviangita,helping Craig with onboarding,Telegram,2020-12-04,TE Praise,45,40,40,1.482.630.463,,,knobsdao,Griff,Zep,Santi,#6 Dec 4,1.161.393.862,2.283.602.708,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC17,,2917,metaverde,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15,100,100,1.076.708.966,1.202.325.011,1.592.345.896,metaverde,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24,
TEC12,,1822,zeptimusQ,iviangita,for joining the Transparency WG weekly sync,Token Engineering Commons,2021-03-29,🙏praise,,60,50,7.904.847.406,9.090.574.516,5.103.442.555,zeptimusQ,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,3,29,
TEC12,,4416,GriffGreen,liviade,coming to the soft gov call last week 😬 sorry for such a late praise 😁🙌✨,Telegram,2021-02-23,TE Praise,,,,0,18.956.228.956.229,1.080.477.003,griffgreen,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,23,
TEC12,,737,vegayp,Krisjones,for joining the Commons Stack Discord server - we're glad you're here!,Commons Stack,2021-05-06,🙌praise,,,,0,135.440.180.586.907,34.535.807,vegayp,Metaverde,Juank,Edu,#17 May 7,,,,praise,Commons Stack:praise,2021,5,6,
TEC12,,1065,cranders71,vegayp,"@griff, @Juankbell, @Tam2140, @metaverde, @freedumbs00, @liviade, @natesuits, @Vyvy-vi, @Zeptimus, @rodbot2, @AmwFund, @🐙 octopus, for joining Hatch Outreach call! Thank you so much, it was one of our biggest calls!",Token Engineering Commons,2021-04-14,🙏praise,,,,0,0,2.312.587.137,cranders71,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14,
TE2,,6005,JessicaZartler,ygganderson,the lead on a sweet TE opportunity with Luna swarm: https://forum.1hive.org/t/luna-swarm-expanding-the-1hive-cadcad-model/1190,Telegram,2021-01-10,TE Praise,150,50,100,248.636.019,1.864.770.143,8.658.705.897,jessicazartler,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,10,
TEC5,,2402,divine_comedian,sembrestels,assembling a spreadsheet with the new TEST Hatch DAO permissions. Time to update the documents!,Telegram,2021-04-09,TE Praise,,100,100,1.436.335.405,1.651.785.716,5.958.621.165,divine_comedian,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,
TEC5,,3322,markop,sembrestels,all the brainstorming around the commons swarm logo,TG,2021-03-21,TE Praise,15,200,100,1.496.233.644,1.670.794.236,4.522.869.831,markop,Jake,Juank,Eduardo,#14 Mar 26,,,,TE Praise,TG:TE Praise,2021,3,21,
TEC12,,4454,durgadasji,iviangita,joining the TEC Weekly Sync 🙏🏼😊,Telegram,2021-02-26,TE Praise,40,20,50,4.950.340.078,7.095.487.446,9.923.013.282,durgadasji,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,26,
TEC12,,7122,lbagic,GriffGreen,joining our last Commons Stack Simulator sync!,Telegram,2020-12-08,CS dDEV Team,5,45,50,1.447.851.861,1.090.956.377,1.090.956.377,lbagic,Tam,Zep,Santi,#7 Dec 18,,,,CS dDEV Team,Telegram:CS dDEV Team,2020,12,8,
TEC12,,7332,JuankBell,iviangita,participating in the Praisegiving Call 😀,Telegram,2020-11-28,TE Praise,40,30,30,1.179.776.444,,,juankbell,Griff,Zep,Santi,#6 Dec 4,9.241.582.148,1.844.834.544,,TE Praise,Telegram:TE Praise,2020,11,28,
TE6,,2564,jeffemmett,iviangita,for gathering Zarghams interview,Token Engineering Commons,2021-04-02,🙏praise,,100,200,2.149.500.432,2.471.925.496,3.556.254.027,jeffemmett,-,Juank,Ivy,#15 Apr 9,,,,praise,Token Engineering Commons:praise,2021,4,2,
TE2,,5283,mzargham,JessicaZartler,catalyzing work to hack on interoperable NFT primitives and standards for the benefit of the ecosystem 🙌💫,Telegram,2021-01-28,Commons Stack,250000,50,200,2.239.757.654,2.090.440.477,4.094.891.441,mzargham,MetaVerde,Jake,Juanka,#10 Jan 29,,,,Commons Stack,Telegram:Commons Stack,2021,1,28,
TEC16,,6474,GriffGreen,Tonga2020,everything he does everyday,Telegram,2020-12-19,DUPLICATE,0,0,0,0,0,5.103.338.567,griffgreen,Griff,Jake,Juanka,#8 Jan 1,,,,DUPLICATE,Telegram:DUPLICATE,2020,12,19,
TE2,,7069,willruddick,JessicaZartler,sharing their research! 🙏🏼⚡️,Telegram,2020-12-07,Commons Stack,21,80,100,3.191.249.418,2.404.606.436,2.404.606.436,willruddick,Tam,Zep,Santi,#7 Dec 18,,,,Commons Stack,Telegram:Commons Stack,2020,12,7,
TEC5,,6632,fiorebotta,sembrestels,always being there when needed! It has been amazing to solve with you hatch frontend ux/ui problems!,Telegram,2020-12-28,TE Praise,100,50,100,5.132.620.516,2.224.135.557,1.320.724.879,fiorebotta,Griff,Jake,Juanka,#8 Jan 1,,,,TE Praise,Telegram:TE Praise,2020,12,28,
TEC16,,6840,cranders71,iviangita,his contribution to endangered species and environmental impacts aside from doing work for us,Telegram,2020-12-18,TE Praise,21,120,100,3.669.506.648,2.764.973.259,1.844.150.714,cranders71,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18,
TEC12,,537,mehigher,markop,for attending the Comms Call.,Token Engineering Commons,2021-04-27,🙏praise,1000,70,100,6.276.224.767,7.531.469.721,6.114.819.591,mehigher,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,27,
TEC17,,2891,durgadasji,JuankBell,"for their contributions to Gravity and to me as a person! Thank you, I'm sorry, forgive me, and I love and honor you.",Token Engineering Commons,2021-03-24,🙏praise,15,100,100,1.076.708.966,1.202.325.011,1.852.996.145,durgadasji,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24,
TEC16,,6060,GriffGreen,JuankBell,being so proactive and managing so much responsibilities while actively listening and having an insightful point of view that helps to give the best of us,Telegram,2021-01-15,TE Praise,,,,0,164.473.684.210.526,7.647.892.105,griffgreen,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,15,
TEC1,,566,naynaysoo,iviangita,for their great work in Comms,Token Engineering Commons,2021-05-07,🙏praise,1000,90,100,6.914.702.636,8.297.643.163,586.706.192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC10,,4796,zeptimusQ,iviangita,teaching me how to use Streamlabs in recording the TEC calls :D,Telegram,2021-02-03,TE Praise,,,,0,219.534.050.179.211,4.610.215.054,,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,2,3,
TEC14,,1404,Tam2140,zeptimusQ,for setting up the calendar for the MVV Runoff but honestly just for being awesome and coordinating all of us 🥰,Token Engineering Commons,2021-04-14,🙏praise,1000,100,100,10.126.618,121.519.416,7.557.688.821,Tam2140,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,14,
TEC12,,6962,JessicaZartler,liviade,joining the soft gov wg! It's always so much fun to share time with you all! 💛🌞,Telegram,2020-12-09,TE Praise,5,45,50,1.447.851.861,1.090.956.377,6.686.071.342,jessicazartler,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,9,
TEC16,,2799,Santigs67,JuankBell,for bringing so much value into this world. It's amazing to feel part of this community of talented and mindful people.,Token Engineering Commons,2021-03-22,🙏praise,15,100,100,1.076.708.966,1.202.325.011,3.709.538.752,Santigs67,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,22,
TEC1,,7389,liviade,cranders71,the productive TEC Discord Channel Set-up work session. Amazing work Kris.,Telegram,2020-12-04,TE Praise,45,45,50,1.677.839.916,,,liviade,Griff,Zep,Santi,#6 Dec 4,1.314.307.934,9.052.678.764,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC1,,3229,ygganderson,GriffGreen,to for an awesome overview of the Commons Swarm work on the forum! https://forum.tecommons.org/t/state-of-the-hatch-and-beyond/288,Token Engineering Commons,2021-03-14,🎫general,25,100,100,1.234.425.234,1.378.441.511,6.174.108.384,ygganderson,Jake,Juank,Eduardo,#14 Mar 26,,,,general,Token Engineering Commons:general,2021,3,14,
TEC1,,769,Krisjones,iviangita,for being really great at Commons Stack comms and organizing things within the chaos,Token Engineering Commons,2021-04-30,🙏praise,1000,200,100,1.042.633.091,125.115.971,307.265.941,Krisjones,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC12,,3523,zeptimusQ,liviade,joining the soft gov call! 💫⭐️🙌✨,Telegram,2021-03-02,TE Praise,25,1000,10,7.346.939.862,7.591.837.857,4.163.795.567,zeptimusQ,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,2,
TEC12,,1052,cranders71,iviangita,for attending the weekly Legal call,Token Engineering Commons,2021-04-23,🙏praise,1000,70,50,6.674.280.466,8.009.136.559,2.312.587.137,cranders71,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
TEC12,,2777,zeptimusQ,vegayp,"@Tam2140, @Zeptimus, @freedumbs00, @griff, for joining the Hatch Outreach call!",Token Engineering Commons,2021-03-24,🙏praise,15,70,100,950.851.562,1.061.784.244,523.726.097,zeptimusQ,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,24,
TEC15,SAME NAME TOFROM,7218,cranders71,cranders71,an entertaining and definitely useful sense making and organization session on the Onboarding WG weekly sync 🎥😂🤲,Telegram,2020-11-26,TE Praise,30,60,30,1.391.700.814,,,cranders71,Griff,Zep,Santi,#6 Dec 4,1.090.165.637,3.067.343.107,,TE Praise,Telegram:TE Praise,2020,11,26,
TEC12,,3830,pehkah,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,Telegram,2021-03-12,TE Praise,25,500,100,7.906.872.343,8.170.434.755,7.117.614.794,pehkah,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,12,
TEC2,,6859,JuankBell,liviade,joining the TEC agreements hack session today ⚡️,Telegram,2020-12-18,TE Praise,21,45,50,205.164.823,1.545.916.941,1.599.163.854,juankbell,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,18,
TEC12,,630,Tam2140,iviangita,for joining the TEC Community Call 🙏 😊 https://youtu.be/CArIX3rOvx0,Token Engineering Commons,2021-05-07,🙏praise,1000,50,100,5.637.746.898,6.765.296.278,4.797.711.404,Tam2140,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,7,
TEC12,,3586,cranders71,JessicaZartler,joining the Comms Working Group call and their energy in supporting the work - have beautiful day everyone! 🙏🏼💫🌈,Telegram,2021-03-09,TE Praise,25,1000,50,8.278.194.634,8.554.134.456,2.546.545.454,cranders71,Jake,Metaverde,Griff,#13 Mar 12,,,,TE Praise,Telegram:TE Praise,2021,3,9,
TEC1,,5390,GriffGreen,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 🙏🏼,Telegram,2021-01-29,TE Praise,500,35,25,9.516.863.098,8.882.405.558,1.243.401.535,griffgreen,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29,
TE7,,4113,AdaptDAO,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-03-05,Commons Stack,35,500,40,8.127.328.046,8.398.238.981,1.656.867.374,AdaptDAO,Jake,Metaverde,Griff,#13 Mar 12,,,,Commons Stack,Telegram:Commons Stack,2021,3,5,
TEC1,,5531,freedumbs00,iviangita,engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 🙏🏼,Telegram,2021-01-29,TE Praise,,,,0,198.159.943.382.873,8.025.634.713,freedumbs00,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,29,
TEC15,,483,jeffemmett,iviangita,for representing the Commons Stack and working very closely with Longtail Fintech,Token Engineering Commons,2021-04-30,🙏praise,1000,200,200,1.342.393.283,161.087.194,6.257.951.473,jeffemmett,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC12,,903,fahern#7639,chuygarcia92,for joining the Comms WG call,Token Engineering Commons,2021-05-04,🙏praise,1000,80,100,6.595.463.701,7.914.556.442,7.914.556.442,fahern#7639,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,5,4,
TEC12,,5164,chuygarcia92,Santigs67,joining this week Legal WG meeting,Telegram,2021-01-30,TE Praise,40,25,25,1.144.933.267,9.350.288.349,2.594.884.667,chuygarcia92,Zep,Jake,Juanka,#11 Feb 12,,,,TE Praise,Telegram:TE Praise,2021,1,30,
TEC12,,2675,papa_raw,iviangita,mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,Telegram,2021-04-09,TE Praise,,20,25,3.229.253.324,3.713.641.322,1.032.078.419,papa_raw,-,Juank,Ivy,#15 Apr 9,,,,TE Praise,Telegram:TE Praise,2021,4,9,
TEC12,,7607,glefevre,iviangita,participating in the TEC Community Call this week 🙌🏽,Telegram,2020-12-04,TE Praise,45,45,40,153.603.215,,,glefevre,Griff,Zep,Santi,#6 Dec 4,1.203.225.184,1.203.225.184,,TE Praise,Telegram:TE Praise,2020,12,4,
TEC12,,4721,jeffemmett,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-02-19,Commons Stack,10,20,20,2.077.573.614,2.977.855.513,252.480.455,jeffemmett,Zep,Griff,Juanka,#12 Feb 26,,,,Commons Stack,Telegram:Commons Stack,2021,2,19,
TEC1,,74,Suga#8514,liviade,for a delightful blogpost! https://medium.com/token-engineering-commons/your-economy-your-choice-v2-4f7c9fb42d99,Token Engineering Commons,2021-04-30,🙏praise,1000,200,200,1.342.393.283,161.087.194,2.012.199.683,Suga#8514,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,30,
TEC8,,1299,Krisjones,Mettodo#7010,for guiding us through the praise system today 🙂,Commons Stack,2021-04-14,🙌praise,1000,100,100,10.126.618,121.519.416,8.310.797.183,Krisjones,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Commons Stack:praise,2021,4,14,
TEC14,,6347,sembrestels,sembrestels,10h of work on integrating the impact hour app into the tec-template and deploying the smart contracts on xdai,Telegram,2020-12-21,Gardens Swarm,500,550,400,2.976.424.094,1.289.783.774,3.630.541.675,sembrestels,Griff,Jake,Juanka,#8 Jan 1,,,,Gardens Swarm,Telegram:Gardens Swarm,2020,12,21,
TEC16,,7482,GriffGreen,freedumbs00,being welcoming and helpful.,Telegram,2020-12-03,TE Praise,,,,0,,,griffgreen,Griff,Zep,Santi,#6 Dec 4,1.119.370.091,4.365.222.371,,TE Praise,Telegram:TE Praise,2020,12,3,
TEC6,,3984,vegayp,iviangita,eduardovegapTam2140 for their so much work onboarding hatchers,Token Engineering Commons,2021-03-05,🙌🏿praise,50,2500,200,2.041.991.696,2.110.058.086,3.787.057.259,vegayp,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5,
TEC15,,2659,knobsDAO,JessicaZartler,for all of his amazing continuing work on rooting the Trusted Seed ❤️,Commons Stack,2021-04-05,🙌praise,,100,300,2.862.665.458,3.292.065.277,129.688.616,knobsDAO,-,Juank,Ivy,#15 Apr 9,,,,praise,Commons Stack:praise,2021,4,5,
TEC16,,6344,dulcedu,JuankBell,"their influence in making my experience in the TEC something unforgettable, motivating and enlightening. Much gratitude, admiration and respect to all of you.",Telegram,2021-01-02,TE Praise,20,25,15,5.212.732.072,3.909.549.054,3.909.549.054,dulcedu,Griff,Jake,Zepti,#9 Jan 15,,,,TE Praise,Telegram:TE Praise,2021,1,2,
TEC16,,5430,JuankBell,freedumbs00,putting cooking utensils in perspective for future choices,Telegram,2021-01-28,TE Praise,,,,0,198.159.943.382.873,8.718.680.184,juankbell,MetaVerde,Jake,Juanka,#10 Jan 29,,,,TE Praise,Telegram:TE Praise,2021,1,28,
TEC16,,3348,divine_comedian,iviangita,for the valuable feedback on the communications process and for having the passion for making things digestible and understandable,Token Engineering Commons,2021-03-26,🙏praise,25,100,100,1.234.425.234,1.378.441.511,4.427.583.805,divine_comedian,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26,
TEC16,,2759,zeptimusQ,iviangita,for working so hard for TEC and we are about to realize the dream that we have always wanted to happen,Token Engineering Commons,2021-03-26,🙏praise,25,100,100,1.234.425.234,1.378.441.511,523.726.097,zeptimusQ,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,26,
TEC16,,3441,blackboxdotart,JessicaZartler,for the immeasurable contributions her being radiates ❤️,Commons Stack,2021-03-22,🙌praise,15,150,100,1.286.471.305,1.436.559.624,2.873.119.247,blackboxdotart,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Commons Stack:praise,2021,3,22,
TEC12,,570,naynaysoo,liviade,for joining the soft gov call yesterday!,Token Engineering Commons,2021-04-28,🙏praise,1000,70,100,6.276.224.767,7.531.469.721,586.706.192,naynaysoo,Metaverde,Juank,Edu,#17 May 7,,,,praise,Token Engineering Commons:praise,2021,4,28,
TEC14,???,7131,vivszaid,vivszaid,finishing the requested changes in the converter PR,Telegram,2020-12-11,Gardens Swarm,89,130,100,6.355.205.527,4.788.647.365,7.103.473.646,vivszaid,Tam,Zep,Santi,#7 Dec 18,,,,Gardens Swarm,Telegram:Gardens Swarm,2020,12,11,
TEC1,,6867,mateodaza,JessicaZartler,all their recent and huge contributions to the forum discussions! 🙏🏼🌟🌟🌟 (Please poke me if I missed you to dish you 😁),Telegram,2020-12-07,TE Praise,21,100,100,3.430.378.033,2.584.789.848,1.163.639.727,mateodaza,Tam,Zep,Santi,#7 Dec 18,,,,TE Praise,Telegram:TE Praise,2020,12,7,
TEC15,,3140,Tam2140,solsista,for joining <#810180622634844202> working group and providing valueable insights for the community survey & (research) goal of 0Mega and guidance how to complete towards transparency,Token Engineering Commons,2021-03-17,🙏praise,15,100,100,1.076.708.966,1.202.325.011,763.087.726,Tam2140,Jake,Juank,Eduardo,#14 Mar 26,,,,praise,Token Engineering Commons:praise,2021,3,17,
TEC6,,3922,knobsDAO,iviangita,for inviting Mateo to the praise quant session in CS,Token Engineering Commons,2021-03-05,🙌🏿praise,25,500,300,1.256.314.621,1.298.191.775,4.825.820.077,knobsDAO,Jake,Metaverde,Griff,#13 Mar 12,,,,praise,Token Engineering Commons:praise,2021,3,5,
TEC12,,1210,metaverde,iviangita,mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱,Telegram,2021-04-23,Commons Stack,,,,0,150.753.768.844.221,1.055.276.382,metaverde,Metaverde,Juank,Ivy,#16 Apr 24,,,,Commons Stack,Telegram:Commons Stack,2021,4,23,
TEC12,,4626,Krisjones,JessicaZartler,"joining the Comms working group calls, all their efforts and supporting the multifaceted jobs that is Communications! Thank you all so much! 🙏🏼🌟❤️",Telegram,2021-02-23,TE Praise,40,50,80,752.629.433,1.078.768.854,5.374.262.556,krisjones,Zep,Griff,Juanka,#12 Feb 26,,,,TE Praise,Telegram:TE Praise,2021,2,23,
TEC14,,1165,Laurenluz,iviangita,for joining cadCAD Bootcamp and getting more involved in the community and for all the amazing work in the Commons Simulator deep dive,Token Engineering Commons,2021-04-23,🙏praise,1000,100,100,10.126.618,121.519.416,1.074.350.945,Laurenluz,Metaverde,Juank,Ivy,#16 Apr 24,,,,praise,Token Engineering Commons:praise,2021,4,23,
