,To,From,Reason for dishing,Server,Room,v1 norm,v2 norm,v3 norm,Avg %,IH per Praise,IH per person,day_of_week,tag,Kmean tag,New Kmean tag,New Kmean str tag
10,zeptimusQ,iviangita,thoughtful taking time guide tec hatch config dashboard,Token Engineering Commons,praise,0.0285895403214047,0.0214421552410535,0.2382461693450395,0.1118093445941021,0.1551019708192251,0.4448108196791749,Monday,TEC6,#1 cluster,3,#4 cluster
11,zeptimusQ,iviangita,present transparency sync call today,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Monday,TEC10,#1 cluster,3,#4 cluster
12,zeptimusQ,JuankBell,improv hack session designs illustrations hatch gravity,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Monday,TEC6,#1 cluster,1,#2 cluster
13,zeptimusQ,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Wednesday,TEC2,#1 cluster,1,#2 cluster
14,zeptimusQ,Tam2140,highly productive community stewards call,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Wednesday,TEC8,#1 cluster,1,#2 cluster
15,zeptimusQ,iviangita,amazing ideas transparency,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC10,#1 cluster,3,#4 cluster
16,zeptimusQ,iviangita,things suga see,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC2,#1 cluster,3,#4 cluster
17,zeptimusQ,iviangita,active piece softgov making better every time,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC2,#1 cluster,3,#4 cluster
18,zeptimusQ,iviangita,joining santi project launching around art,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC8,#1 cluster,3,#4 cluster
19,zeptimusQ,zeptimusQ,joinimc community call https youtu fvlttushrbg ugly dude getting recording,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC10,#1 cluster,1,#2 cluster
20,zeptimusQ,zeptimusQ,yesterday restrospective meeting awesome sprint,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC2,#1 cluster,1,#2 cluster
21,zeptimusQ,GriffGreen,amazing memes week,Token Engineering Commons,memes,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Monday,TEC1,#1 cluster,1,#2 cluster
22,zeptimusQ,iviangita,transparency work background answering manu questions time always present,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC10,#1 cluster,3,#4 cluster
23,zeptimusQ,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,praise,0.0302661668770099,0.0151330834385049,0.252218057308416,0.0969696757800334,0.1345163758749516,0.4708966407210841,Friday,TEC1,#1 cluster,3,#4 cluster
24,zeptimusQ,sembrestels,coming hatch dashboard party today,Token Engineering Commons,praise,0.0306253703379226,0.0137814166520651,0.2552114194826887,0.093790398692281,0.130106081330697,0.4764853135043454,Tuesday,TEC3,#1 cluster,1,#2 cluster
25,zeptimusQ,Tam2140,joining community stewards sync yesterday,Token Engineering Commons,praise,0.0306253703379226,0.0137814166520651,0.2552114194826887,0.093790398692281,0.130106081330697,0.4764853135043454,Thursday,TEC8,#1 cluster,1,#2 cluster
26,zeptimusQ,iviangita,joining legal wg past weeks dealt legal issues ahead time,Token Engineering Commons,praise,0.0306253703379226,0.0137814166520651,0.2552114194826887,0.093790398692281,0.130106081330697,0.4764853135043454,Friday,TEC4,#1 cluster,3,#4 cluster
27,zeptimusQ,iviangita,joining legal weekly sync,Token Engineering Commons,praise,0.0309932023667644,0.0123972809467057,0.2582766863897034,0.0905347509276456,0.1255898453696478,0.482208233999533,Friday,TEC4,#1 cluster,3,#4 cluster
28,zeptimusQ,zeptimusQ,joining common swarm weekly sync,Token Engineering Commons,praise,0.0309932023667644,0.0123972809467057,0.2582766863897034,0.0905347509276456,0.1255898453696478,0.482208233999533,Monday,TEC5,#1 cluster,1,#2 cluster
29,zeptimusQ,chuygarcia92,joining comms wg call,Token Engineering Commons,praise,0.0309932023667644,0.0123972809467057,0.2582766863897034,0.0905347509276456,0.1255898453696478,0.482208233999533,Tuesday,TEC1,#1 cluster,1,#2 cluster
30,zeptimusQ,iviangita,joining legal weekly call,Token Engineering Commons,praise,0.0309932023667644,0.0123972809467057,0.2582766863897034,0.0905347509276456,0.1255898453696478,0.482208233999533,Friday,TEC4,#1 cluster,3,#4 cluster
31,zeptimusQ,markop,attending comms call,Token Engineering Commons,praise,0.0313699776475962,0.0109794921766586,0.261416480396635,0.0871999472635208,0.1209638042919539,0.4880702982236354,Tuesday,TEC1,#1 cluster,1,#2 cluster
32,zeptimusQ,zeptimusQ,joining common swarm yesterday,Token Engineering Commons,praise,0.0313699776475962,0.0109794921766586,0.261416480396635,0.0871999472635208,0.1209638042919539,0.4880702982236354,Tuesday,TEC5,#1 cluster,1,#2 cluster
33,zeptimusQ,liviade,joining soft gov call yesterday,Token Engineering Commons,praise,0.0313699776475962,0.0109794921766586,0.261416480396635,0.0871999472635208,0.1209638042919539,0.4880702982236354,Wednesday,TEC2,#1 cluster,1,#2 cluster
34,zeptimusQ,vegayp,joining hatch outreach call,Token Engineering Commons,praise,0.0313699776475962,0.0109794921766586,0.261416480396635,0.0871999472635208,0.1209638042919539,0.4880702982236354,Wednesday,TEC6,#1 cluster,1,#2 cluster
35,zeptimusQ,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,te praise,0.0321516951243028,0.0080379237810757,0.2679307927025233,0.0802810371348592,0.1113658891878627,0.5002326620693761,Saturday,TEC1,#1 cluster,0,#1 cluster
36,zeptimusQ,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,praise,0.0321516951243028,0.0080379237810757,0.2679307927025233,0.0802810371348592,0.1113658891878627,0.5002326620693761,Friday,TEC15,#1 cluster,3,#4 cluster
37,zeptimusQ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0171928449517537,0.0042982112379384,0.2865474158625625,0.0657553594963767,0.0912158629317734,0.534990305519595,Friday,TEC1,#6 cluster,4,#5 cluster
38,zeptimusQ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0171928449517537,0.0042982112379384,0.2865474158625625,0.0657553594963767,0.0912158629317734,0.534990305519595,Friday,TEC1,#6 cluster,0,#1 cluster
39,zeptimusQ,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0171928449517537,0.0042982112379384,0.2865474158625625,0.0657553594963767,0.0912158629317734,0.534990305519595,Friday,TEC1,#6 cluster,4,#5 cluster
40,zeptimusQ,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0171928449517537,0.0042982112379384,0.2865474158625625,0.0657553594963767,0.0912158629317734,0.534990305519595,Saturday,TEC1,#6 cluster,0,#1 cluster
41,solsista,iviangita,te academy kickoff,Telegram,te praise,0.4020363157299135,0.0080407263145982,0.0335030263108261,0.2139619978432807,0.2968081752293179,0.0456497585720634,Friday,TEC7,#5 cluster,0,#1 cluster
42,solsista,Suga#8514,enlightening talk morning shifting paradigms bringing decentralized organization people greater good,Commons Stack,praise,0.1801132186042248,0.0270169827906337,0.150094348836854,0.1835888801831448,0.2546745734488596,0.204511996136283,Friday,TEC2,#1 cluster,6,#7 cluster
43,solsista,iviangita,omega working group flowering something special necessary community awesome see,Token Engineering Commons,praise,0.0225543298417263,0.0563858246043159,0.187952748681053,0.199820214046668,0.2771906866007255,0.2560961962255113,Friday,TEC7,#5 cluster,3,#4 cluster
44,solsista,ddan#2489,leading great session unexpectedly project hoping get work,Token Engineering Commons,praise,0.0225543298417263,0.0563858246043159,0.187952748681053,0.199820214046668,0.2771906866007255,0.2560961962255113,Wednesday,TEC8,#5 cluster,1,#2 cluster
45,solsista,liviade,initiating new ecosystem value flows course te academy,Telegram,commons stack,0.0361323945634623,0.0481765260846165,0.2007355253525688,0.1849204196967034,0.2565216855721979,0.2735134487304511,Monday,TEC4,#1 cluster,2,#3 cluster
46,solsista,iviangita,hosting bonfire chat token engineering,Token Engineering Commons,praise,0.0247144756662573,0.0494289513325147,0.205953963885478,0.1840141861749623,0.255264558066423,0.2806238648743646,Friday,TEC1,#1 cluster,3,#4 cluster
47,solsista,iviangita,biweekly 0mega calls becoming one chuys favorite spaces tec,Token Engineering Commons,praise,0.0346784974767735,0.0173392487383867,0.2889874789731128,0.1111063277529134,0.1541267455611505,0.393761701497663,Friday,TEC15,#1 cluster,3,#4 cluster
48,solsista,iviangita,meeting eduardo proposals guidance process,Token Engineering Commons,praise,0.0346784974767735,0.0173392487383867,0.2889874789731128,0.1111063277529134,0.1541267455611505,0.393761701497663,Friday,TEC4,#1 cluster,3,#4 cluster
49,solsista,iviangita,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,Telegram,te praise,0.0371765471463719,0.0092941367865929,0.3098045595530997,0.0928278198230288,0.128770791520747,0.4221261451701594,Saturday,TEC1,#1 cluster,0,#1 cluster
50,iviangita,iviangita,always translating praise managing cs twitter,Token Engineering Commons,praise,0.4052378518698978,0.0020261892593494,0.0675396419783163,0.2038569052071822,0.2827903864271768,0.0385490252580774,Friday,TEC16,#5 cluster,3,#4 cluster
51,iviangita,ygganderson,sorting infinite praise today community call,Token Engineering Commons,praise,0.2901882882047449,0.0096729429401581,0.1612157156693027,0.1872098081852651,0.2596975263307407,0.0920157186697883,Friday,TEC16,#5 cluster,1,#2 cluster
52,iviangita,Letty#5399,bot server hacking ivy already catching praise channel command glitch making count,Token Engineering Commons,omega,0.2222938443949142,0.0055573461098728,0.2778673054936427,0.1627642425663238,0.2257866271577032,0.1057306342775431,Saturday,TEC16,#1 cluster,1,#2 cluster
53,iviangita,markop,praise queen,Token Engineering Commons,praise,0.0130072404775092,0.0130072404775092,0.5419683532295531,0.1291401009648289,0.1791432035166457,0.1237338613339536,Friday,TEC16,#1 cluster,1,#2 cluster
54,iviangita,Vyvy-vi#5040,setting miro board sprint retrospectives,Token Engineering Commons,praise,0.1684396556891811,0.0126329741766885,0.2807327594819685,0.1583290467900913,0.2196341217185869,0.1602314421434834,Friday,TEC10,#1 cluster,1,#2 cluster
55,iviangita,GriffGreen,always cleaning videos making praise,Telegram,cs ddev team,0.2089174880552212,0.0156688116041415,0.1740979067126844,0.1686406531652432,0.2339383865604501,0.1987367539022593,Wednesday,TEC16,#1 cluster,2,#3 cluster
56,iviangita,iviangita,work behind scenes,Token Engineering Commons,praise,0.0236003284320939,0.0236003284320939,0.3933388072015662,0.1403141087078421,0.1946437918902072,0.2245026353361965,Friday,TEC2,#1 cluster,3,#4 cluster
57,iviangita,iviangita,new deck community call,Token Engineering Commons,praise,0.0323942915672306,0.0323942915672306,0.2699524297269219,0.1495903284954504,0.2075117680465749,0.3081568905965913,Friday,TEC15,#1 cluster,3,#4 cluster
58,iviangita,iviangita,really great commons stack comms organizing things within chaos,Token Engineering Commons,praise,0.0323942915672306,0.0323942915672306,0.2699524297269219,0.1495903284954504,0.2075117680465749,0.3081568905965913,Friday,TEC1,#1 cluster,3,#4 cluster
59,iviangita,BlairV,comms help labs great co facilitator,Token Engineering Commons,praise,0.0259760340986393,0.0129880170493196,0.4329339016439897,0.1177111289568673,0.1632889286535747,0.2471019895976091,Thursday,TEC1,#1 cluster,1,#2 cluster
60,iviangita,Tam2140,keeping stewards working groups transparent stewards audit forum,Token Engineering Commons,praise,0.0259760340986393,0.0129880170493196,0.4329339016439897,0.1177111289568673,0.1632889286535747,0.2471019895976091,Thursday,TEC8,#1 cluster,1,#2 cluster
61,iviangita,iviangita,working apostrophe issue praise bot,Token Engineering Commons,praise,0.0259760340986393,0.0129880170493196,0.4329339016439897,0.1177111289568673,0.1632889286535747,0.2471019895976091,Friday,TEC16,#1 cluster,3,#4 cluster
62,iviangita,Vyvy-vi#5040,working apostrophe issue praise bot,Token Engineering Commons,praise,0.0259760340986393,0.0129880170493196,0.4329339016439897,0.1177111289568673,0.1632889286535747,0.2471019895976091,Friday,TEC16,#1 cluster,1,#2 cluster
63,iviangita,iviangita,present transparency sync call today,Token Engineering Commons,praise,0.0370447638312582,0.0185223819156291,0.3087063652604854,0.1186876009989114,0.1646434910629372,0.3523953969307786,Monday,TEC10,#1 cluster,3,#4 cluster
64,iviangita,iviangita,amazing ideas transparency,Token Engineering Commons,praise,0.0370447638312582,0.0185223819156291,0.3087063652604854,0.1186876009989114,0.1646434910629372,0.3523953969307786,Friday,TEC10,#1 cluster,3,#4 cluster
65,iviangita,naynaysoo,attending seo hack session,Token Engineering Commons,praise,0.0370447638312582,0.0185223819156291,0.3087063652604854,0.1186876009989114,0.1646434910629372,0.3523953969307786,Friday,TEC1,#1 cluster,1,#2 cluster
66,iviangita,Krisjones,great team peers work,Commons Stack,praise,0.0370447638312582,0.0185223819156291,0.3087063652604854,0.1186876009989114,0.1646434910629372,0.3523953969307786,Monday,TEC16,#1 cluster,6,#7 cluster
67,iviangita,Tam2140,airdropping cslove new members swiss membership today,Token Engineering Commons,praise,0.0370447638312582,0.0185223819156291,0.3087063652604854,0.1186876009989114,0.1646434910629372,0.3523953969307786,Tuesday,TEC2,#1 cluster,1,#2 cluster
68,iviangita,iviangita,coordination proactive,Token Engineering Commons,praise,0.0370447638312582,0.0185223819156291,0.3087063652604854,0.1186876009989114,0.1646434910629372,0.3523953969307786,Friday,TEC14,#1 cluster,3,#4 cluster
69,iviangita,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,praise,0.0370447638312582,0.0185223819156291,0.3087063652604854,0.1186876009989114,0.1646434910629372,0.3523953969307786,Friday,TEC1,#1 cluster,3,#4 cluster
70,iviangita,iviangita,joining legal weekly sync,Token Engineering Commons,praise,0.0381398221037383,0.0152559288414953,0.317831850864486,0.1114108588626991,0.1545491912630141,0.3628123480645669,Friday,TEC4,#1 cluster,3,#4 cluster
71,iviangita,chuygarcia92,joining comms wg call,Token Engineering Commons,praise,0.0381398221037383,0.0152559288414953,0.317831850864486,0.1114108588626991,0.1545491912630141,0.3628123480645669,Tuesday,TEC1,#1 cluster,1,#2 cluster
72,iviangita,iviangita,joining legal weekly call,Token Engineering Commons,praise,0.0381398221037383,0.0152559288414953,0.317831850864486,0.1114108588626991,0.1545491912630141,0.3628123480645669,Friday,TEC4,#1 cluster,3,#4 cluster
73,Suga#8514,cranders71,publishing token engineering commons hatch economy choice rapidly excellently,Token Engineering Commons,praise,0.1441390973421454,0.0108104323006609,0.3603477433553636,0.1546234898655747,0.2144937715274606,0.1155854656087945,Friday,TEC5,#1 cluster,1,#2 cluster
74,Suga#8514,liviade,delightful blogpost https medium com token engineering commons economy choice v2 4f7c9fb42d99,Token Engineering Commons,praise,0.0244626635471991,0.0244626635471991,0.4077110591199852,0.1454410620649364,0.2017559037901368,0.1961666479305433,Friday,TEC1,#1 cluster,1,#2 cluster
75,Suga#8514,iviangita,work around dashboard,Token Engineering Commons,praise,0.0206160018796978,0.0103080009398489,0.5154000469924465,0.1207924416257323,0.1675633268630435,0.1653201816992308,Friday,TEC1,#1 cluster,3,#4 cluster
76,Suga#8514,liviade,joining mvv runoff polishing session,Token Engineering Commons,praise,0.0340414318486741,0.0340414318486741,0.2836785987389515,0.1571964913055821,0.2180630403691603,0.2729790058889575,Thursday,TEC2,#1 cluster,1,#2 cluster
77,Suga#8514,iviangita,outstanding momentum onboarding fresh eye perspective help onboarding nice 1on1s efforts onboarding writing editing everywhere,Token Engineering Commons,praise,0.0340414318486741,0.0340414318486741,0.2836785987389515,0.1571964913055821,0.2180630403691603,0.2729790058889575,Friday,TEC6,#1 cluster,3,#4 cluster
78,Suga#8514,iviangita,getting ball rolling hatch campaigns,Token Engineering Commons,praise,0.0340414318486741,0.0340414318486741,0.2836785987389515,0.1571964913055821,0.2180630403691603,0.2729790058889575,Friday,TEC6,#1 cluster,3,#4 cluster
79,Suga#8514,iviangita,attending tec community call https youtu fvlttushrbg,Token Engineering Commons,praise,0.0364453619315306,0.027334021448648,0.3037113494294224,0.1425322682788438,0.1977208237436475,0.2922561751679073,Friday,TEC15,#1 cluster,3,#4 cluster
80,Suga#8514,liviade,voting mvv sharing,Telegram,te commons,0.0392146103558488,0.0196073051779244,0.3267884196320739,0.1256395653767266,0.1742872590325937,0.3144628404248325,Tuesday,TEC2,#1 cluster,2,#3 cluster
81,Suga#8514,markop,attending comms call,Token Engineering Commons,praise,0.0392146103558488,0.0196073051779244,0.3267884196320739,0.1256395653767266,0.1742872590325937,0.3144628404248325,Tuesday,TEC1,#1 cluster,1,#2 cluster
82,Suga#8514,liviade,joining soft gov call yesterday,Token Engineering Commons,praise,0.0392146103558488,0.0196073051779244,0.3267884196320739,0.1256395653767266,0.1742872590325937,0.3144628404248325,Wednesday,TEC2,#1 cluster,1,#2 cluster
83,Suga#8514,iviangita,onboarding work blog post working right,Token Engineering Commons,praise,0.0392146103558488,0.0196073051779244,0.3267884196320739,0.1256395653767266,0.1742872590325937,0.3144628404248325,Friday,TEC1,#1 cluster,3,#4 cluster
84,Suga#8514,iviangita,participating mvv polishing,Token Engineering Commons,praise,0.0392146103558488,0.0196073051779244,0.3267884196320739,0.1256395653767266,0.1742872590325937,0.3144628404248325,Friday,TEC13,#1 cluster,3,#4 cluster
85,Suga#8514,iviangita,new web3 gave tam opportunity explain understanding,Token Engineering Commons,praise,0.0392146103558488,0.0196073051779244,0.3267884196320739,0.1256395653767266,0.1742872590325937,0.3144628404248325,Friday,TEC2,#1 cluster,3,#4 cluster
86,Suga#8514,iviangita,motivating 1on1s,Token Engineering Commons,praise,0.0392146103558488,0.0196073051779244,0.3267884196320739,0.1256395653767266,0.1742872590325937,0.3144628404248325,Friday,TEC17,#1 cluster,3,#4 cluster
87,Suga#8514,sembrestels,coming hatch dashboard party today,Token Engineering Commons,praise,0.0398197394856125,0.0179188827685256,0.3318311623801044,0.1219482148613813,0.1691666160087875,0.3193153844955887,Tuesday,TEC3,#1 cluster,1,#2 cluster
88,Suga#8514,Tam2140,joining community stewards sync yesterday,Token Engineering Commons,praise,0.0398197394856125,0.0179188827685256,0.3318311623801044,0.1219482148613813,0.1691666160087875,0.3193153844955887,Thursday,TEC8,#1 cluster,1,#2 cluster
89,Suga#8514,chuygarcia92,joining comms wg call,Token Engineering Commons,praise,0.040443837079393,0.0161775348317572,0.337031975661609,0.1181411547348725,0.163885460587417,0.3243200371049512,Tuesday,TEC1,#1 cluster,1,#2 cluster
90,Suga#8514,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,praise,0.0424392995087384,0.0106098248771846,0.3536608292394868,0.1059686267447563,0.1469997245255095,0.3403216951043244,Friday,TEC15,#1 cluster,3,#4 cluster
91,ygganderson,iviangita,working d2d collaboration models,Telegram,te praise,0.1920624022374641,0.0288093603356196,0.1600520018645534,0.1957686483274786,0.2715703530503792,0.151737234184505,Friday,TEC14,#5 cluster,0,#1 cluster
92,ygganderson,GriffGreen,jake countless hours put building dashboard ready play,Token Engineering Commons,general,0.015682504697434,0.015682504697434,0.5227501565811334,0.1348804074650828,0.1871061591129006,0.1238982674460149,Monday,TEC15,#1 cluster,1,#2 cluster
93,ygganderson,solsista,pushing software engineers edge te discord servers te ethics evangelist almost really really appreciate contributions engineering type bridges,Token Engineering Commons,praise,0.2256527703728544,0.0112826385186427,0.188043975310712,0.1661970221952985,0.2305485805673317,0.1782750130351604,Wednesday,TEC1,#1 cluster,1,#2 cluster
94,ygganderson,iviangita,tec hatch config dashboard looking cool amazing basically done dashboard awesome evolves time,Token Engineering Commons,praise,0.0245338484453523,0.0245338484453523,0.4088974740892057,0.1458642869182077,0.2023430014884477,0.1938275406134342,Friday,TEC6,#1 cluster,3,#4 cluster
95,ygganderson,iviangita,working hatch dashboard used intuitive swift work love vyvy,Token Engineering Commons,praise,0.0245338484453523,0.0245338484453523,0.4088974740892057,0.1458642869182077,0.2023430014884477,0.1938275406134342,Friday,TEC6,#1 cluster,3,#4 cluster
96,ygganderson,iviangita,work dashboard,Token Engineering Commons,praise,0.0257583385239258,0.0193187538929444,0.4293056420654316,0.1349345213608065,0.1871812259380228,0.2035015182188687,Friday,TEC1,#1 cluster,3,#4 cluster
97,ygganderson,iviangita,zep seeing call misses coming calls bringing new people close tec joining cadcad session helping lauren python issue cool hoodie,Token Engineering Commons,praise,0.0341794356835446,0.0341794356835446,0.284828630696205,0.1578337652817409,0.2189470671030599,0.2700316655519049,Friday,TEC15,#1 cluster,3,#4 cluster
98,ygganderson,solsista,joining 810180622634844202 bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,Token Engineering Commons,praise,0.0393978582383863,0.0196989291191931,0.3283154853198863,0.1262266726846737,0.1751016945422461,0.3112593600956145,Wednesday,TEC2,#1 cluster,1,#2 cluster
99,ygganderson,iviangita,cool params session,Token Engineering Commons,praise,0.0393978582383863,0.0196989291191931,0.3283154853198863,0.1262266726846737,0.1751016945422461,0.3112593600956145,Friday,TEC3,#1 cluster,3,#4 cluster
100,ygganderson,iviangita,awesome people interacted juan recently conversations amazing,Token Engineering Commons,praise,0.0393978582383863,0.0196989291191931,0.3283154853198863,0.1262266726846737,0.1751016945422461,0.3112593600956145,Friday,TEC1,#1 cluster,3,#4 cluster
101,ygganderson,iviangita,help cadcad bootcamp,Token Engineering Commons,praise,0.0393978582383863,0.0196989291191931,0.3283154853198863,0.1262266726846737,0.1751016945422461,0.3112593600956145,Friday,TEC15,#1 cluster,3,#4 cluster
102,ygganderson,iviangita,cutting beard,Token Engineering Commons,praise,0.0393978582383863,0.0196989291191931,0.3283154853198863,0.1262266726846737,0.1751016945422461,0.3112593600956145,Friday,TEC2,#1 cluster,3,#4 cluster
103,ygganderson,iviangita,attending tec community call https youtu fvlttushrbg,Token Engineering Commons,praise,0.0406387818011325,0.016255512720453,0.3386565150094381,0.1187106109536423,0.1646754104986642,0.3210631690166696,Friday,TEC15,#1 cluster,3,#4 cluster
104,ygganderson,iviangita,joining tec community call https youtu carix3rovx0,Token Engineering Commons,praise,0.0426540066487204,0.0106635016621801,0.3554500554060034,0.1065047388163399,0.1477434194214282,0.336984278045328,Friday,TEC15,#1 cluster,3,#4 cluster
105,ygganderson,iviangita,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,Telegram,commons stack,0.0233385709068968,0.0058346427267242,0.3889761817816144,0.0892601616789513,0.1238217346134927,0.3687687082923204,Friday,TEC1,#1 cluster,4,#5 cluster
106,ygganderson,iviangita,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,Telegram,te praise,0.0233385709068968,0.0058346427267242,0.3889761817816144,0.0892601616789513,0.1238217346134927,0.3687687082923204,Friday,TEC1,#1 cluster,0,#1 cluster
107,AnnaMarieSwan#8824,iviangita,diving content editing fast review hatch dashboard document,Token Engineering Commons,praise,0.3073851900944443,0.005123086501574,0.170769550052469,0.1838169965346394,0.2549910164917219,0.0779141603251511,Friday,TEC6,#1 cluster,3,#4 cluster
108,AnnaMarieSwan#8824,iviangita,amazing panel daos yesterday livia,Token Engineering Commons,praise,0.2486475298879464,0.0124323764943973,0.207206274906622,0.1831330454100395,0.2540422392444748,0.0945385340565197,Friday,TEC1,#1 cluster,3,#4 cluster
109,AnnaMarieSwan#8824,liviade,organizing enspiral dao panel jess pleasure participate,Commons Stack,praise,0.0247134346399012,0.0247134346399012,0.4118905773316871,0.1469320041280281,0.2038241392606912,0.187926409999791,Monday,TEC1,#1 cluster,6,#7 cluster
110,AnnaMarieSwan#8824,jeffemmett,upcoming discussion dao governance https 17dmcreative com dao discussions,Commons Stack,praise,0.0345289967132441,0.0345289967132441,0.2877416392770342,0.1594479678690527,0.2211862896266511,0.2625661098007737,Friday,TEC1,#1 cluster,6,#7 cluster
111,AnnaMarieSwan#8824,JessicaZartler,incredible job moderating dao commons panel morning inviting commons stack tec participate diversity inclusion mind,Commons Stack,praise,0.027330952246535,0.0136654761232675,0.4555158707755841,0.1238509786439795,0.1718061307770027,0.207830591433631,Thursday,TEC5,#1 cluster,6,#7 cluster
